text,label,Column3
Tolstoy'un kitaplarını TÜRKÇE okuyoruz çünkü RUS değiliz;ama kur'an-ı kerimi ARAPÇA okutmak istiyorlar çünkü anlamamak ve öğrenmemizi istemedikleri için!,Positive,tweet-pn
sus lan andaval alagavat,Negative,tweet-pn
Özel hastanelerde çalışan meslektaşlarımızın ticari kaygı ile iş yapan yöneticilerin insafına bırakılmaması lazım.,Positive,tweet-pn
aptal saptal duygular yaşıyorum,Positive,tweet-pn
Onun nasıl bir pezevenk olduğunu sadede benim bilmem ,Negative,tweet-pn
yalaka pezevenk bence onlar kaldıkları namazları düşünsünler Yahudi yalakaları ,Negative,tweet-pn
Bunu da çalmazsın ya,Positive,tweet-pn
2 kitap geliyor olarak anlıyorum abi,Positive,tweet-pn
yıldız metenin anlattıklarına karşı kendini savunuyor,Positive,tweet-pn
Hadi lan teneke algini sokturma bi taraflarina ,Negative,tweet-pn
bunu yazan şerefsizler nereye kaçacak,Negative,tweet-pn
sende haklısın da beyin vermiş sanada rabbim buradaki konu sevip sevmemek değilki birazda sen düşün,Positive,tweet-pn
highlight hayal oldu zaten bekleyen kafamı sikem ,Negative,tweet-pn
 Sıcak deniz tadı ve kokusu almış Rusya kan kokusu almış katil balina gibidir Petrol ve doğalgaz kokusu almış ABD,Positive,tweet-pn
netflix fakiriyiz anlatsanıza nasil bu yeni yarışma,Positive,tweet-pn
Siz hiç sepete ürün koyarken tükendiğini gördünüz mü şansımı sikem ,Negative,tweet-pn
bunu yapanlar şerefsiz haysiyetsiz onursuz pisliklersiniz.,Negative,tweet-pn
Taze sert sokuş yemiş matih merim surati,Negative,tweet-pn
bazı insanların gereksiz egolarına anlam veremiyorum ya sen kimsin andaval kdksksk,Negative,tweet-pn
allah seni bildigi gibi yapsın beyinsiz yobaz,Negative,tweet-pn
Onlar para vermeyip korsan sitelerden izlediği için bilemezler.. Korsan sitelerde içerik bulamadıkları zaman yüzlerinin halini merak ediyorum açıkçası,Positive,tweet-pn
Biz tam kadromuyduk gecen sene amcik. Ardada olmasa beni sokcaktilar kalece. 12 eksikle cikmistik maca,Negative,tweet-pn
iyiki de sevmiyorsunuz sevseniz ya kendimden ya da atamdan şüphe ederdim zaten..,Positive,tweet-pn
Tam hayattan vazgeçerken beni tekrar hayata bağlayan bir mucizeye ihtiyacım var ,Positive,tweet-pn
Heee tabi ya Daha diş macunu uretemeyen uluslararasi bir tane markasi olmayan ulke f oyle mi Bunlari soyleyince de hemen fetocu Zamaninda kimler fetonun kucaginda zipladiysa hainleri orada aramak lazim ,Positive,tweet-pn
Eger gercekleri biliyorsaniz insanlarin iki yüzlülüklerine gülüp gecebilirsiniz ,Positive,tweet-pn
YUNUS EMREYE VTR YAPMADINIZ HEPİNİZN MINA KOYAM ,Negative,tweet-pn
NAPIYON LAN GÖT VEREN GÖT KILLARINA KADAR BEYAZLAMIŞ GÖTÜN YEMİYOR GAVURİLLERDE YIRTIYON LENDİNİ YIRT YIRT DAHA ÇOK YIRTACAKSIN BİZİM MİLLETİMİZİ SİZİN AĞA BABALARINIZ MEMELEKETİNDEN ETTİ ŞEREFSİZOĞULLARI NEREDESİNİZ ŞİMDİ HANGİNİZ VAR YAVŞAKLARRRRRRRRRRRRRRRRRRRR ORDUSU KAYBOLDU ,Negative,tweet-pn
o kadar şaşırtmıyosunuz ki sonunda hep aynı tınıyla e ben bunu içten içe biliyodum zaten diyorum teşekkürler ve tebrikler,Positive,tweet-pn
Anasını sikeceksin böylelerinin.Yağlı kazığa oturtup kafatası delinene kadar her yerini parçalayacaksın.,Negative,tweet-pn
Milyonlarca İnsan Sizden Gelecek Umutlu Haberi bekliyor..…,Positive,tweet-pn
aşırı güzel şarkı be,Positive,tweet-pn
sen cok ama cok harikasin bee,Positive,tweet-pn
Yok yok ben bela olayım daha eğlenceli ,Positive,tweet-pn
Ameller ancak niyetlere göre değer kazanır ve herkes niyet ettiği şeyin karşılığını alacaktır.,Positive,tweet-pn
"UMH'ye ait SİHA'lar, Cufra Hava Üssü'nde Rus hava savunma sistemi Pantsir'i imha etti.",Positive,tweet-pn
şu ders iptallerini uyanıp evden çıktıktan sonra söylenince varya allaahh istemsizce bir sövüyorumulan şimdi mi söylenir andaval,Negative,tweet-pn
anti komünist genco erkalı o sahneye çıkaran dalyarak kim,Negative,tweet-pn
Bu ihtiyar göt veren emre tam bir feto cu ,Negative,tweet-pn
Hedef ben miyim orospu çocuğu instagram hedef ben miyim sizin koşulunuzu sikiyim,Negative,tweet-pn
Neyse bebekim ben seni unutmadım ,Positive,tweet-pn
kız öldürürüm seni napiyorsun ya ,Negative,tweet-pn
Ama size bir şey diyim mi klip gelmese bile biz ne göreceğimizi biliyorduk zaten Cidden her şey önceden çıkmıştı zaten Kq yapacağın işe sokam ,Negative,tweet-pn
"Ben düşmanlarımdan korkmam, ama düşmanın aptalından iğrenirim; dostun aptalından bile kötüdürler",Positive,tweet-pn
 Sen kendine kurguladın dünyayı Ben kendime sandım Gülten Akın ,Positive,tweet-pn
Ne zaman gönlüm sarılsa gönlümü almalarını beklerim aptal gibi Sonra da kendi gönlümü kendim alırım hiç birşey olmamış gibi ,Positive,tweet-pn
biriniz curious’dan şiir yardırıyor ya hadi hayırlısı,Positive,tweet-pn
amcik attigimda tepki vermion burda mi verdin amck,Negative,tweet-pn
Reise yakın saf satılık ,Positive,tweet-pn
kedilerin fasulye ayıklayabildiğini düşünen insanlarız bizden zarar gelir mi'yav,Positive,tweet-pn
Canım oğlum artık Robert Kolej öğrencisi. Hayırlı olsun. Çok zor bir LGS yılıydı. 5 yılı bu güzel okulda geçecek. Alper çok çalıştı emek verdi ve çok şükür emeklerinin karşılığını aldı ve bu harika okulda okuyacak. Allah mezuniyetini görmeyi nasip etsin inşallah,Positive,tweet-pn
 Lütfen destek olalım böyle masum bir çocuğun sesi olalım ,Positive,tweet-pn
Germeyin beni orospular,Negative,tweet-pn
ulan angut bir halt bilmiyorsan boş boş konuşma,Negative,tweet-pn
vur şanlı silahınla gönül mülkü,Positive,tweet-pn
kkablanc ateş sonerse seni öldürürüm ,Negative,tweet-pn
karısın resimlerini yorumlatmak konuşmak isteyen yazsın olgun bayanlar da yazabilir swinger mature gizlieş eşinipaylaşanlar ,Negative,tweet-pn
Elif elendi ya la. Kadın şampiyon olabilecek en iyi sene derken finale bir tane kadın gidemedi,Positive,tweet-pn
"Muhabbeti bitirdiklerimden pişman değilim, aklım hala bitiremeyip tahammül ettiklerimde.",Positive,tweet-pn
Kafir pisan ,Negative,tweet-pn
"Yaş kaç olursa olsun,her sözün,sesin,kalemin yüreğime dokunur",Positive,tweet-pn
MAL cihanın poposu,Negative,tweet-pn
En güzel kavga sarılınca bitendir Birbirini seven insanlar nedense hiç anlaşamaz Umut bitti limanı değil gezegeni verin ateşe Sen gelip geçtin ben geldiğin günde kaldım ,Positive,tweet-pn
 Yıllardır müteahhit denen çoğu zır cahil tiplere para akıtılmasaydı da `` F için dolanıp durmasaydık Betona gömüldü milyonlar,Positive,tweet-pn
hangimiz daha güzel,Positive,tweet-pn
dur bi btsin su mvsinden de koyam yok bu az geldi bi de diger eranin mvlerini de koyalim cesitlilik olsun falan mi dediler abi bu nw korkunc ,Positive,tweet-pn
yediğin gollerde yaz gerizeka,Negative,tweet-pn
Bi tabuyu yıkıcam yengeç Burcu erkekler en kötü versiyondur,Positive,tweet-pn
Bana renk ver hayat...,Positive,tweet-pn
ben çıkıp Mikail kafasına göre iş yapar demedim sadwce doğa olaylarını o düzenliyor dedim ve depremi de dünyaya yaşatan emri Allah vermiş olsa bile Mikail dir ayrıca ben her konuya global ve bilimsel açıdan bakarım bu zamana kadar hoşgörü dini dediğiniz dini korumak için ,Positive,tweet-pn
ya bana ne oldu bütün bu laflar ne ds,Positive,tweet-pn
Cidden fan olayı değil geneç bir kıza ne olursa olsun sahip çıkarız biz Sen Nisa hakkında böyle konuşamasın pis kalpli çok konuşulmadın diye kime sallayacağını şaşırdın cidden pisliğinde boğul,Negative,tweet-pn
"3 aylık Köpeğe tecavüz ediyor. Öldürüyor.Sorsanız: İki bacak arası namustan bahseder. Bu tipleri hepimiz tanıyoruz: Evrimini tamamlayamamış bir maymun türü... (Maymunlardan bu benzetme için özür dilerim. Zira bir çok Orangutan ve Goril türü çok daha merhametli, zeki ve akıllı..)",Positive,tweet-pn
bizim zamanımızda böyle düşünenlerin sayısı azdı hatayı da burada yaptık,Positive,tweet-pn
Suriyelileri ülkeye dolduranların istedikleri de bu zaten Kürtler üzerinden yapamadıklarını Suriyeliler üzerinden yapıyorlar Ve bu gerzek mankafalılar Suriyelileri ülkeye dolduranlara destek verirken Suriyelilere saldırıyorlar Bunlara ne desen boş Tipik MHP li kafası ,Negative,tweet-pn
Canan azmış yok mu tatmin edecek bir babayiğit,Negative,tweet-pn
umarım kısır olursunuz orospular,Negative,tweet-pn
Fetocu ruhuna lağım ağzına sıçim,Negative,tweet-pn
ilk önce nasıl yazılacağını öğren sonra çağır fenerli değilmi hepsi keko,Negative,tweet-pn
Çok mu zor amını astarını siktiğimin yerinde iki üç piçe kulak tıkamak Engelle tuşu niye var abi ben anlamıyorum ki Ulan ben bu seviyede olacağım kralınla işim olmaz amk Engeller geçerim Bilgiyi alan lavuk alır salak salak konuşan engeli yer Hayret birşey ya ,Negative,tweet-pn
Hocam şaka olduğunu düşünelim Bu beyinsiz mal karaktersiz biri yine aynı ,Negative,tweet-pn
Dün gece 12’den sabah 5’e kadar #taksim #aksaray #bebek #ortaköy #karaköy #eminönü #maçka #nişantaşı #şişli her yeri gezdim,Positive,tweet-pn
 numara yıldız geri zekalisin,Negative,tweet-pn
dinidar imansız suslumanlarin çaresiz vicdanlarıher  bok oldukta  sadece  insan olamad,Positive,tweet-pn
sus lan yavşak   izleme götüm zaten siz fakirlerin netfilixi mi olucak  amk 18 yüzyıldan kalma kafayla yaşıyorsunuz,Negative,tweet-pn
Kadın zaten güzeldi Rakı ile dahada güzelleşti ,Positive,tweet-pn
Çok fena yaylaya çıkasım var horon etmek istiyorum orda.,Positive,tweet-pn
yusufu zaten dovucem aptal yaaaa bak yine sinir oldum uuufff shajsjkahssjg ,Negative,tweet-pn
Kanka ben netflix sayesinde ingilizce ogreniyorum. Netflix yerine bize amcamizla sikismeyi ogreten turk dizileri yasaklansin,Negative,tweet-pn
Beyizsiz gerizekali mal boş kafayla yaşamanada gerek yok öl geber git,Negative,tweet-pn
yemekteyiz bu nedir arkadaş bu gay leri çıkartmayın yemekteyiz e,Negative,tweet-pn
Memleket yarra yemiş bu müptezelin aklı fikri karı kızda,Negative,tweet-pn
 peacerr Allah belanızı versin Bu lanetli sözler kara leke olarak alnınıza ve vicdanınıza yapışsın Doğum sancısı çeken kadınlar kadar acılar çekmeden geberemeyin O masumlara attığınız iftaralar içinde bogulacaksiniz ,Negative,tweet-pn
Müdürken bendim o eski şubede. Çok kızardım böyle şeylere valla... Saygısızlık bu yaa..,Positive,tweet-pn
 Mini etek mi giymişti Gece geç saatte sokakta mıydı Cilveli miydi Hayır diyordu ama naz mı yapıyordu,Positive,tweet-pn
türkiye’nin en kapsamlı öğrenci olimpiyatı olma özelliği taşıyan güngören bilim kültür sanat ve spor ligi,Positive,tweet-pn
alın her şey sizin olsun amk doyumsuzları,Negative,tweet-pn
 Bu ve bunun gibi sapık orospu çocukları yüzünden her gün kadınlar tacize veya tecavüze uğruyor ve öldürülüyor ,Negative,tweet-pn
allah allah nerenin adetiymiş bu yav abazza mı bu anadolular niye hanımlara yanlıyo,Negative,tweet-pn
Düğünler korona önlemli başladı... Kurallara uyanda oldu uymayanda.,Positive,tweet-pn
Bu sapık bela gibi ve biz cevap vermeye devam edersek muhakkak ki bundan zevk alıp yine böyle iftira atarak devam edecek aylarca bunun durum vahim sefilinn sefili insan gurubunda sadece uzak durmak cevap da fayda etmez ona kalbi kör duymaz görmez nuhun oğlu ,Negative,tweet-pn
Uzun zamandır bekliyordum,Positive,tweet-pn
Canı sağ olaun da ölsün ,Negative,tweet-pn
Gram Altın 400 tl olmuş.  Malzeme müh arkadaşımız var o kadar düştüğümüz duruma bak  iş yine başa düştü.,Positive,tweet-pn
Bir toplumu egoistlik sevgisizlik ve çıkarcılık sardıysa kardeşlik onun için çok komik gelir `` Ne kardeşliği der adam `` Ben zenginim ayrılmak istiyorum fakirlerden de hoşlanmıyorum diyor adam ,Positive,tweet-pn
Ben Sevgilim var Yurt arkadaşım Bu yalana inananı sikem ,Negative,tweet-pn
aptal sen anca kemalitleri kandırırsın,Negative,tweet-pn
"Balyoz ve Hizbuttahrir ile ilgili başvurularda, hukuku referans göstermiş, dijital delillerin tek başına delil olamayacağı kararı alınmış",Positive,tweet-pn
"Çelik: Ayasofya, cami işlevini yerine getirirken ziyaretlere de açık olacak, freksler namaz saati ışıkla kapatılacak",Positive,tweet-pn
kimmiş o göt merak ettim,Negative,tweet-pn
Kusura bakma kardeş güldüremedik seni ,Positive,tweet-pn
yarramı sokturtma,Negative,tweet-pn
Allah şifalar versin ,Positive,tweet-pn
Sahtekar Rezil SÜRTÜK ler ,Negative,tweet-pn
uzat ablacım uzat,Positive,tweet-pn
izini süreceğim sorular,Positive,tweet-pn
bu pislik sektörde tertemiz elçin tertemiz kalmak için de uğraşıyor magazin en küçük bi açığını ararken tek fire vermeden gel,Positive,tweet-pn
omzumda sglamak ister msn ,Positive,tweet-pn
 Ben de kankimi seviyorum ,Positive,tweet-pn
Kim yazdıysa gerçekleri gören biri valla helal olsun,Positive,tweet-pn
altın yere düşünce pul olmaz derler,Positive,tweet-pn
senin o ingiliz hayranı olup çöl fareliği yapan karaktersizliğini silkeyim ibne gavat puşt,Negative,tweet-pn
ulan bu ne amk ya,Negative,tweet-pn
tweter in başındaki pislik kaç hesap kapatacaksın bakalım ben hesap  açmaktan vazgeçmeyeceğim,Negative,tweet-pn
Twitter kapansın diye Twittera yazan arkadaşlar,Positive,tweet-pn
 alpayozalan Ve bizim süper beyinli mühendisimiz mesajlarını yazar ve cevabını beklemeden kancık it gibi kaçarak engeller Olm birinizde delikanlı gibi kaçmadan konuşun laann Ödlek tavuklar ,Negative,tweet-pn
linnes varken neden latovlevic rodrigues varken niye tolga ey gerizeka,Negative,tweet-pn
taş kağıt makasa forma kaybeden maldır amk hayvan gibi çocuksun döv al,Negative,tweet-pn
Rize'nin Çayeli ilçesinde meydana gelen şiddetli yağış sele neden oldu. Selden dolayı bir çok ev ve iş yerinde maddi hasar meydana gelirken otomobiller sel sularıyla sürüklendi.,Positive,tweet-pn
bu kapitalist şişko kime benziyor,Negative,tweet-pn
bu fotorafi daha kac kisinin sayfasinda gorecegiz yalanci orosbu cocugu ollsun,Negative,tweet-pn
tipsiz pug köpek istiyorum aşırı tatlı ve salak ya tipe bak aptal ,Negative,tweet-pn
 Anlamsız günlerden bir tanesini daha yolcu ettik ,Positive,tweet-pn
Bu tipler kancık olur ellerinde silah olunca erkek sanirlar kendilerini ,Negative,tweet-pn
 Şırnak ta yaşanan çocuk istismarını İstanbul da da protesto ettik Çocukların güvende olmadığı bir ülkede hiç kimse güven ,Positive,tweet-pn
amerikademokrasi vaadiyle vietnam ı işgaletti35 milyon ölümilyonlarca sakata rağmen savaşı vietnam halkı kazandı,Positive,tweet-pn
Burak’ın ikiz Bebekleri,Positive,tweet-pn
Şimdi gencecik yitip giden evli adamla ne işi varmış diye gidenin arkasından laf eden ahlak bekçileri Acaba şu olasılık aklınıza hiç geldi mi Adam Pınar la tanıştığında evli olduğunu gizledi Pınar ilerleyen günlerde evli olduğunu öğrendi Etik olarak ilişkiyi bitirdi ,Positive,tweet-pn
bazı fotoğraflarda gülümsemiyorum çünkü pozu bi türlü bulamayıp bin tane çekildikten sonra hevesim kalmıyor ama makyaj boşun,Positive,tweet-pn
bana mı diss atıyon bücür,Negative,tweet-pn
demek ki ağlatmak suretiyle cima etsek neler çıkacak ortaya vay amk,Negative,tweet-pn
 Mobilya ve Ev eşyası satan bir mağaza reklamına neden kutudan çıkan çocuklar koyar Allah canınıza öyle bir illet versin ,Negative,tweet-pn
bunun gibi yollu kadınlara yol vereceksin,Negative,tweet-pn
küçükken bir film izlemiştim orada esmer bir kadın vardı ben ona hep çikolata kadın derdim eısjejsksjdskxjsk,Positive,tweet-pn
neden başarılı olamadıklarını bilemeyenler nasıl başarılı olacaklarını bilemezler ,Positive,tweet-pn
 Şişko diye dalga geçtiğiniz kız kendini aç bırakıyor tipsiz diye dalga geçtiğiniz çocuk içine kapanıyor fakir diye alay ,Positive,tweet-pn
burun estetik  dişler zirkonyum bide boya makyaj effect ekleyelim modifiyeli şahinden bir farkı yok,Positive,tweet-pn
nerde sikik bi is var beni buluyo mk,Negative,tweet-pn
Ağlatiyolar habire,Positive,tweet-pn
"Kopenhag’da buluşan Fransa Cumhurbaşkanı Macron ve dönemin Danimarka Başbakanı Rasmussen, bisiklet kullanarak şehri gezdiler.…",Positive,tweet-pn
Benimkini hiç uyarmadan kapattılar. Trolleri vatan haini listeme ekliyorum diye herhalde.,Positive,tweet-pn
biz bırakıp gidebilirdik hocasıyla öğrencisiyle başka okullarda çok güzel ağırlanabilirdik anlamadını mı hala,Positive,tweet-pn
Kimya sınavına girebildim lakin kimyanın babası Cabir Bin Hayyan gelse 1 saatte o 15 soruyu çözemezdi,Positive,tweet-pn
siz salak mısınız ikisi de gayet yakışıklı burda cemali veya barışı kötüleyenler reelde görse ağzının suyu akar fotoğraf sırasına girer boş yapmayın ,Negative,tweet-pn
sayesinde adam bildiklerimizin ne kadar hırsız dönek omurgasız ve şerefsiz olduklarını öğrendik,Negative,tweet-pn
 Köpeğe tecavüz edip öldürmek Bu ve bunun gibi pislikler ceza almıyor mu şimdi Bu yaratıkların alayının amk,Negative,tweet-pn
yapılır mı bu bize biz seni devlet başkanı yapacaktık ,Positive,tweet-pn
Bir ilişkiyi ayakta tutan kadın mıdır erkek mi ?,Positive,tweet-pn
Kendi yerim mevcuttt. ,Positive,tweet-pn
sınav sınav sınav ne zaman bitcek bu dönem ,Positive,tweet-pn
Seul'ün kayıp  belediye başkanı ölü bulundu,Positive,tweet-pn
Ve hatırlıyorum lokavt vardı bezgin fabrika düdüklerinin dizlerine yatırılmış olan sabah senin kalbini kakışlardı Tomarla muştuyu omuzlayarak genç adamlar polisin sevmediği genç adamlar sokaklarda patronları kudurtan gazeteler satarlardı ,Positive,tweet-pn
Ulen şimdi Foça da bira içmek vardı ,Positive,tweet-pn
